region,educ,age,female,industry,work_hours,wage,foreign_language,internet,alcohol,is_children,health,weight,height,smoke,year
Курган,1,55.0,1,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,12.0,36000.0,0,1,1,1,1,95.0,162.0,0,2022
Курган,1,43.0,1,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,12.0,38000.0,0,1,1,1,1,60.0,158.0,1,2022
Курган,0,57.0,0,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,25000.0,0,0,1,1,1,73.0,172.0,0,2022
Курган,2,33.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",7.0,44000.0,0,1,1,1,0,80.0,172.0,0,2022
Курган,2,35.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,76000.0,0,1,1,1,0,105.0,178.0,1,2022
Курган,2,64.0,1,ОБРАЗОВАНИЕ,6.0,25000.0,1,1,0,1,1,73.0,157.0,0,2022
Курган,0,68.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,52000.0,0,1,1,1,0,80.0,163.0,0,2022
Курган,2,37.0,0,"ТРАНСПОРТ, СВЯЗЬ",8.0,100000.0,0,1,0,1,0,74.0,176.0,0,2022
Курган,1,57.0,0,"ТРАНСПОРТ, СВЯЗЬ",12.0,40000.0,0,1,1,1,0,90.0,185.0,0,2022
Курган,0,39.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,27000.0,0,1,1,1,0,65.0,177.0,1,2022
Курган,1,45.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,27000.0,0,1,1,1,1,98.0,165.0,0,2022
Курган,1,50.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,18000.0,0,1,1,0,1,59.0,168.0,0,2022
Курган,0,31.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,45000.0,0,1,1,1,0,80.0,180.0,0,2022
Курган,0,39.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",15.0,25500.0,0,1,1,1,1,86.0,183.0,1,2022
Курган,2,48.0,1,"НАУКА, КУЛЬТУРА",8.0,22700.0,1,1,1,1,1,67.0,164.0,0,2022
Курган,1,28.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,30000.0,1,1,1,0,0,80.0,183.0,1,2022
"Оренбургская область, Орск",0,58.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,31000.0,0,1,1,1,1,71.0,163.0,0,2022
"Оренбургская область, Орск",0,60.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,16000.0,0,1,1,1,1,79.0,185.0,1,2022
"Оренбургская область, Орск",0,39.0,0,СТРОИТЕЛЬСТВО,9.0,31000.0,0,1,1,1,0,80.0,180.0,1,2022
"Оренбургская область, Орск",1,61.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,19000.0,0,1,1,1,1,72.0,163.0,0,2022
"Оренбургская область, Орск",1,36.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,46000.0,0,1,1,1,1,78.0,180.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",2,32.0,1,ОРГАНЫ УПРАВЛЕНИЯ,8.0,12000.0,1,1,1,1,0,56.0,168.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,45.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,20000.0,0,1,1,1,0,68.0,168.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",1,55.0,1,ФИНАНСЫ,8.0,32000.0,0,1,1,1,0,72.0,165.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,50.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,35000.0,0,1,1,1,0,86.0,191.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,38.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,0,1,0,1,0,60.0,159.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,42.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,35000.0,0,1,1,0,0,82.0,175.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,36.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,35000.0,0,1,1,0,0,80.0,175.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,55.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,14200.0,0,0,0,1,0,50.0,165.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",2,43.0,0,"ТРАНСПОРТ, СВЯЗЬ",8.0,20000.0,0,1,1,1,1,81.0,181.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",1,35.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,30000.0,0,1,1,1,0,80.0,181.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,56.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",11.0,17300.0,0,1,1,1,0,82.0,168.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",1,60.0,0,СТРОИТЕЛЬСТВО,8.0,20800.0,0,1,1,1,1,70.0,173.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",1,68.0,1,СТРОИТЕЛЬСТВО,8.0,42400.0,0,1,0,1,1,62.0,150.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,37.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,40800.0,0,1,1,1,0,66.0,178.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",1,58.0,0,СТРОИТЕЛЬСТВО,10.0,87700.0,0,1,1,1,0,67.0,170.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",1,49.0,0,ОБРАЗОВАНИЕ,8.0,21000.0,0,1,0,1,0,85.0,169.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,31.0,0,СТРОИТЕЛЬСТВО,8.0,50000.0,1,1,1,0,0,60.0,165.0,1,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,46.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,9.0,23000.0,0,1,0,1,0,61.0,173.0,0,2022
"Республика Чувашия, Шумерля и Шумерлинский район",0,55.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,54000.0,0,1,1,1,0,95.0,167.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,62.0,1,ОБРАЗОВАНИЕ,8.0,18600.0,0,1,1,1,0,57.0,164.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,34.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,45000.0,0,1,1,1,0,70.0,170.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,36.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,16000.0,0,1,0,0,0,64.0,173.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,53.0,1,ОБРАЗОВАНИЕ,8.0,12000.0,0,1,1,1,0,62.0,156.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,57.0,1,ОБРАЗОВАНИЕ,8.0,35000.0,0,1,1,1,1,90.0,165.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,62.0,0,ОБРАЗОВАНИЕ,24.0,12000.0,0,1,1,1,0,75.0,172.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,45.0,1,ОБРАЗОВАНИЕ,6.0,30000.0,0,1,1,1,1,85.0,170.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",1,54.0,1,ЗДРАВООХРАНЕНИЕ,14.0,26000.0,0,1,0,1,1,91.0,173.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,40.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",7.0,45000.0,0,1,1,1,0,75.0,168.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,61.0,0,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,21000.0,0,0,1,1,0,80.0,179.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,42.0,1,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,35000.0,0,1,1,1,0,70.0,172.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,34.0,1,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,7.0,30000.0,0,1,1,1,0,63.0,170.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,57.0,1,ОБРАЗОВАНИЕ,7.0,36000.0,0,1,0,1,0,83.0,165.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,55.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,24.0,8000.0,0,0,1,1,0,73.0,170.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,33.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,5.0,15000.0,0,1,1,1,0,93.0,185.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",1,28.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,5.0,15000.0,0,1,1,0,0,72.0,170.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,58.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,14000.0,0,1,1,1,1,87.0,158.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,34.0,1,ОБРАЗОВАНИЕ,8.0,16000.0,0,1,0,1,1,82.0,165.0,0,2022
"Ставропольский край, Георгиевск и Георгиевский район",0,51.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",9.0,35000.0,0,1,1,1,0,104.0,170.0,1,2022
"Ставропольский край, Георгиевск и Георгиевский район",2,49.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,29000.0,0,1,0,1,0,76.0,160.0,0,2022
"Алтайский край, Курьинский район",0,54.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",7.0,12500.0,0,1,0,1,0,110.0,168.0,0,2022
"Алтайский край, Курьинский район",0,58.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,10.0,45000.0,0,1,1,1,0,80.0,167.0,1,2022
"Алтайский край, Курьинский район",0,31.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,8600.0,0,1,0,1,0,66.0,160.0,0,2022
"Алтайский край, Курьинский район",0,54.0,1,"НАУКА, КУЛЬТУРА",7.0,8000.0,0,1,0,1,1,80.0,156.0,0,2022
"Алтайский край, Курьинский район",0,58.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,23000.0,0,1,1,1,0,80.0,165.0,0,2022
"Алтайский край, Курьинский район",0,42.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",5.0,25000.0,0,1,1,0,0,70.0,168.0,1,2022
"Алтайский край, Курьинский район",0,38.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,10.0,120000.0,0,0,1,1,0,90.0,185.0,0,2022
"Алтайский край, Курьинский район",0,36.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,9.0,25000.0,0,1,1,0,0,75.0,170.0,0,2022
"Алтайский край, Курьинский район",0,38.0,1,"ТРАНСПОРТ, СВЯЗЬ",24.0,14500.0,0,1,0,1,0,70.0,165.0,0,2022
"Алтайский край, Курьинский район",1,55.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,7.0,100000.0,0,1,0,1,0,92.0,159.0,0,2022
"Алтайский край, Курьинский район",0,41.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,30000.0,0,1,0,1,0,70.0,158.0,0,2022
Красноярск,2,44.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,40000.0,1,1,0,1,1,70.0,175.0,0,2022
Красноярск,1,53.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,11.0,58000.0,0,1,1,1,0,79.0,160.0,0,2022
Красноярск,2,65.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,33000.0,0,1,1,1,1,88.0,168.0,0,2022
Красноярск,2,47.0,0,"ДЕРЕВООБРАБАТЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ, ЛЕСНОЕ ХОЗЯЙСТВО",8.0,70000.0,0,1,0,1,0,115.0,175.0,0,2022
Красноярск,1,59.0,1,ЗДРАВООХРАНЕНИЕ,12.0,80000.0,0,1,1,1,0,54.0,162.0,0,2022
"Тверская область, Ржев и Ржевский район",0,52.0,0,СТРОИТЕЛЬСТВО,8.0,35000.0,1,1,1,1,0,80.0,178.0,0,2022
"Тверская область, Ржев и Ржевский район",1,58.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,24.0,16000.0,0,1,1,1,0,85.0,175.0,0,2022
"Тверская область, Ржев и Ржевский район",1,53.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,30000.0,0,1,0,1,0,87.0,173.0,1,2022
"Тверская область, Ржев и Ржевский район",2,44.0,1,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,50000.0,0,1,0,1,1,100.0,178.0,0,2022
"Тверская область, Ржев и Ржевский район",1,68.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,7000.0,0,1,1,1,0,105.0,176.0,0,2022
"Тверская область, Ржев и Ржевский район",2,32.0,1,ОБРАЗОВАНИЕ,8.0,10000.0,0,1,1,1,0,55.0,170.0,0,2022
"Тверская область, Ржев и Ржевский район",1,46.0,1,ЗДРАВООХРАНЕНИЕ,24.0,19000.0,0,1,1,1,0,52.0,150.0,0,2022
"Тверская область, Ржев и Ржевский район",2,39.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",11.0,23000.0,1,1,1,1,0,73.0,163.0,0,2022
"Тверская область, Ржев и Ржевский район",2,62.0,0,СТРОИТЕЛЬСТВО,10.0,50000.0,0,1,1,1,0,92.0,179.0,0,2022
"Тверская область, Ржев и Ржевский район",1,46.0,1,ОБРАЗОВАНИЕ,7.0,20000.0,0,1,1,1,0,70.0,161.0,1,2022
"Тверская область, Ржев и Ржевский район",1,41.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,26000.0,0,1,0,1,0,53.0,150.0,0,2022
"Тверская область, Ржев и Ржевский район",1,63.0,1,ОБРАЗОВАНИЕ,8.0,15000.0,0,1,0,1,1,87.0,163.0,0,2022
"Тверская область, Ржев и Ржевский район",1,39.0,0,ЗДРАВООХРАНЕНИЕ,24.0,12000.0,0,1,1,0,1,92.0,173.0,0,2022
Саратов,2,51.0,1,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,9.0,83183.0,0,1,1,1,1,87.0,161.0,0,2022
Саратов,0,57.0,0,"ТРАНСПОРТ, СВЯЗЬ",12.0,45000.0,0,1,0,1,0,80.0,172.0,0,2022
Саратов,1,34.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,24.0,35000.0,0,1,1,1,0,90.0,182.0,0,2022
Саратов,2,53.0,1,ЮРИСПРУДЕНЦИЯ,8.0,35000.0,1,1,1,0,0,50.0,157.0,0,2022
Саратов,2,39.0,1,ЗДРАВООХРАНЕНИЕ,9.0,40000.0,0,1,0,1,0,55.0,170.0,0,2022
Саратов,1,48.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,22500.0,0,1,1,1,0,98.0,167.0,0,2022
Саратов,1,62.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",9.0,15000.0,0,0,0,0,0,45.0,155.0,0,2022
Саратов,0,60.0,0,"ТРАНСПОРТ, СВЯЗЬ",10.0,35000.0,0,1,1,0,0,69.0,164.0,0,2022
Саратов,0,50.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,26600.0,0,1,1,1,0,86.0,180.0,1,2022
Саратов,2,45.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,23600.0,0,1,1,1,0,68.0,167.0,1,2022
Саратов,2,43.0,0,ОБРАЗОВАНИЕ,9.0,38600.0,0,1,1,0,0,86.0,196.0,0,2022
Саратов,2,50.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,39960.0,0,1,1,1,0,54.0,155.0,1,2022
Саратов,0,51.0,0,СТРОИТЕЛЬСТВО,9.0,24620.0,0,0,1,1,0,65.0,170.0,1,2022
Саратов,1,48.0,1,ЗДРАВООХРАНЕНИЕ,12.0,40000.0,0,1,1,1,0,83.0,164.0,1,2022
Саратов,2,60.0,1,ОПЕРАЦИИ С НЕДВИЖИМОСТЬЮ,12.0,36000.0,0,1,0,1,0,60.0,148.0,0,2022
Саратов,0,59.0,1,ЗДРАВООХРАНЕНИЕ,8.0,20000.0,0,1,0,1,1,100.0,170.0,0,2022
Саратов,1,33.0,1,ЗДРАВООХРАНЕНИЕ,8.0,28000.0,0,1,0,1,0,80.0,170.0,0,2022
Томск,1,51.0,0,СТРОИТЕЛЬСТВО,8.0,15000.0,0,1,1,1,1,89.0,183.0,1,2022
Томск,1,40.0,0,ОБРАЗОВАНИЕ,10.0,40000.0,0,1,1,1,0,55.0,173.0,1,2022
Томск,1,42.0,1,ЗДРАВООХРАНЕНИЕ,8.0,10000.0,0,1,1,1,1,55.0,152.0,1,2022
Томск,0,62.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,17000.0,0,1,1,1,0,78.0,170.0,1,2022
Томск,0,41.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",11.0,30000.0,0,1,1,0,1,75.0,165.0,1,2022
Томск,0,39.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,17000.0,0,1,1,1,0,98.0,175.0,1,2022
Томск,2,60.0,1,ОБРАЗОВАНИЕ,6.0,30000.0,0,1,1,1,1,77.0,172.0,0,2022
Томск,1,52.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,17000.0,0,1,1,1,0,94.0,178.0,0,2022
Томск,1,29.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",3.0,44000.0,1,1,1,0,0,87.0,176.0,0,2022
Томск,0,61.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,28000.0,0,1,1,0,0,75.0,175.0,0,2022
Томск,2,56.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,25000.0,0,1,1,1,1,52.0,150.0,0,2022
Томск,0,33.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,25500.0,0,1,1,1,0,38.0,150.0,1,2022
Томск,1,68.0,1,ОБРАЗОВАНИЕ,8.0,22200.0,0,1,1,1,1,105.8,163.5,1,2022
Томск,2,38.0,1,ОБРАЗОВАНИЕ,3.0,25000.0,1,1,1,1,0,93.0,180.0,0,2022
Томск,1,41.0,1,ЗДРАВООХРАНЕНИЕ,7.0,14000.0,1,1,1,0,1,95.0,163.0,1,2022
Томск,0,36.0,0,"НАУКА, КУЛЬТУРА",8.0,30000.0,0,1,1,1,1,57.0,178.0,1,2022
Томск,0,41.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",1.0,2600.0,0,1,1,1,0,64.0,172.0,1,2022
Томск,2,40.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,30000.0,0,1,1,1,0,67.0,168.0,0,2022
Томск,0,62.0,1,ОБРАЗОВАНИЕ,11.0,19000.0,0,1,1,1,1,86.0,172.0,0,2022
Липецк,1,65.0,1,ОБРАЗОВАНИЕ,7.0,20000.0,0,1,1,1,0,55.0,157.0,0,2022
Липецк,2,47.0,1,ОБРАЗОВАНИЕ,8.0,22000.0,0,1,1,1,0,54.0,160.0,0,2022
Липецк,1,41.0,1,ОБРАЗОВАНИЕ,6.0,15000.0,0,1,0,1,0,55.0,155.0,0,2022
Липецк,2,36.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,25000.0,1,1,1,0,0,55.0,156.0,0,2022
Липецк,1,45.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,17000.0,0,1,1,1,0,63.0,167.0,0,2022
Липецк,0,44.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,16800.0,0,1,1,1,0,66.0,168.0,0,2022
Липецк,0,59.0,1,ЗДРАВООХРАНЕНИЕ,8.0,16500.0,0,0,1,1,1,99.0,170.0,1,2022
Липецк,0,37.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,14000.0,0,1,0,1,0,67.0,176.0,0,2022
